lag,raw,whitened
965,1219.689697,-0.000038
966,1133.666016,-0.000032
967,1046.236084,-0.000036
968,963.326660,-0.000027
969,893.686646,-0.000021
970,818.967896,-0.000043
971,756.071838,-0.000038
972,695.093811,-0.000027
973,630.302734,-0.000031
974,569.571533,-0.000026
975,524.753784,-0.000027
976,473.254272,-0.000040
977,433.709259,-0.000014
978,382.625092,-0.000015
979,343.117798,-0.000020
980,306.224884,-0.000013
981,268.136322,-0.000025
982,238.952515,-0.000037
983,211.810211,-0.000031
984,182.392120,-0.000020
985,168.464783,-0.000016
986,135.745087,-0.000008
987,118.769234,-0.000017
988,101.177292,-0.000024
989,86.809929,-0.000032
990,75.705925,-0.000037
991,69.652145,-0.000036
992,51.999096,-0.000017
993,57.067173,-0.000016
994,38.367832,-0.000021
995,33.713120,-0.000010
996,31.200647,-0.000010
997,23.357265,-0.000019
998,22.525545,-0.000033
999,16.000000,-0.000010
1000,16.000000,-0.000018
1001,11.448956,-0.000033
1002,4.701459,-0.000012
1003,16.000000,-0.000013
1004,11.278523,-0.000024
1005,16.000000,-0.000021
1006,6.493429,-0.000018
1007,16.000000,-0.000013
1008,16.000000,-0.000016
1009,16.000000,-0.000021
1010,0.000000,-0.000033
1011,2.052581,-0.000036
1012,10.034002,-0.000035
1013,16.000000,-0.000027
1014,16.000000,-0.000024
1015,9.017416,-0.000015
1016,4.010795,-0.000030
1017,15.621408,-0.000038
1018,48.000000,-0.000027
1019,16.000000,-0.000017
1020,32.000000,0.000039
1021,3.227303,0.000034
1022,3.629900,0.000014
1023,32.000000,0.000101
